crisis_index,crisis_name,crisis_iso3,figure_name,figure_source,figure_value,figure_date,figure_url
1,Afghanistan,AFG,Children in Need,UNICEF,2400000,2018-07-18,https://m.reliefweb.int/report/2802889
1,Afghanistan,AFG,Children in Need,UNICEF,3800000,2019-01-30,https://m.reliefweb.int/report/2972998
1,Afghanistan,AFG,Children in Need,UNICEF,5100000,2019-12-04,https://m.reliefweb.int/report/3425323
1,Afghanistan,AFG,Children in Need,UNICEF,7400000,2020-12-14,https://reliefweb.int/node/3697069
1,Afghanistan,AFG,People in Food Crisis/Emergency (IPC phase 3+),IPC,6085308,2014-10-31,https://m.reliefweb.int/report/873516
1,Afghanistan,AFG,People in Food Crisis/Emergency (IPC phase 3+),IPC,2522216,2015-08-13,https://m.reliefweb.int/report/1256541
1,Afghanistan,AFG,People in Food Crisis/Emergency (IPC phase 3+),IPC,2467175,2015-11-30,https://m.reliefweb.int/report/1290381
1,Afghanistan,AFG,People in Food Crisis/Emergency (IPC phase 3+),IPC,7605811,2017-08-20,https://m.reliefweb.int/report/2305849
1,Afghanistan,AFG,People in Food Crisis/Emergency (IPC phase 3+),IPC,9838408,2018-09-30,https://m.reliefweb.int/report/2851838
1,Afghanistan,AFG,People in Food Crisis/Emergency (IPC phase 3+),IPC,10232000,2019-09-30,https://m.reliefweb.int/report/3393683
1,Afghanistan,AFG,People in Food Crisis/Emergency (IPC phase 3+),IPC,10232000,2019-11-15,https://m.reliefweb.int/report/3396223
1,Afghanistan,AFG,People in Food Crisis/Emergency (IPC phase 3+),IPC,10857425,2020-05-11,https://m.reliefweb.int/report/3633466
1,Afghanistan,AFG,People in Food Crisis/Emergency (IPC phase 3+),IPC,11149264,2020-11-08,https://m.reliefweb.int/report/3686109
1,Afghanistan,AFG,People in Food Crisis/Emergency (IPC phase 3+),IPC,10938000,2021-04-22,https://reliefweb.int/node/3732293
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,443968,2016-12-31,https://m.reliefweb.int/report/1843824
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,466303,2017-12-30,https://m.reliefweb.int/report/2399874
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,671065,2018-11-10,https://m.reliefweb.int/report/2872148
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,691637,2018-11-17,https://m.reliefweb.int/report/2885743
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,721633,2018-12-01,https://m.reliefweb.int/report/2901668
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,735277,2018-12-08,https://m.reliefweb.int/report/2909658
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,757292,2018-12-22,https://m.reliefweb.int/report/2931064
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,767663,2018-12-29,https://m.reliefweb.int/report/2935154
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,20986,2019-01-19,https://m.reliefweb.int/report/2961149
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,28049,2019-01-26,https://m.reliefweb.int/report/2970289
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,34918,2019-02-02,https://m.reliefweb.int/report/2980338
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,40305,2019-02-09,https://m.reliefweb.int/report/2996424
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,45390,2019-02-16,https://m.reliefweb.int/report/3001179
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,51673,2019-02-23,https://m.reliefweb.int/report/3014773
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,59712,2019-03-02,https://m.reliefweb.int/report/3023013
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,88516,2019-03-23,https://m.reliefweb.int/report/3052278
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,95132,2019-03-30,https://m.reliefweb.int/report/3066498
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,100347,2019-04-06,https://m.reliefweb.int/report/3079993
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,118598,2019-04-13,https://m.reliefweb.int/report/3086193
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,132078,2019-04-20,https://m.reliefweb.int/report/3096293
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,157252,2019-05-04,https://m.reliefweb.int/report/3118468
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,166230,2019-05-11,https://m.reliefweb.int/report/3123333
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,171521,2019-05-18,https://m.reliefweb.int/report/3134658
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,181933,2019-05-25,https://m.reliefweb.int/report/3149748
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,195841,2019-06-08,https://m.reliefweb.int/report/3168139
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,205125,2019-06-15,https://m.reliefweb.int/report/3177714
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,224937,2019-06-22,https://m.reliefweb.int/report/3186539
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,223946,2019-06-29,https://m.reliefweb.int/report/3200224
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,233619,2019-07-06,https://m.reliefweb.int/report/3207694
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,242103,2019-07-13,https://m.reliefweb.int/report/3215963
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,250105,2019-07-20,https://m.reliefweb.int/report/3229178
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,259437,2019-07-27,https://m.reliefweb.int/report/3239029
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,269241,2019-08-03,https://m.reliefweb.int/report/3251009
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,279588,2019-08-10,https://m.reliefweb.int/report/3266183
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,283467,2019-08-17,https://m.reliefweb.int/report/3275868
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,290881,2019-08-24,https://m.reliefweb.int/report/3276583
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,303946,2019-08-31,https://m.reliefweb.int/report/3322493
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,320529,2019-09-14,https://m.reliefweb.int/report/3322528
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,332641,2019-09-21,https://m.reliefweb.int/report/3322533
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,367175,2019-10-12,https://m.reliefweb.int/report/3353273
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,374860,2019-10-19,https://m.reliefweb.int/report/3372193
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,385767,2019-10-26,https://m.reliefweb.int/report/3372203
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,396632,2019-11-02,https://m.reliefweb.int/report/3383958
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,420539,2019-11-16,https://m.reliefweb.int/report/3405228
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,451073,2019-12-07,https://m.reliefweb.int/report/3438423
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,476887,2019-12-28,https://m.reliefweb.int/report/3465673
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,10688,2020-01-11,https://m.reliefweb.int/report/3479403
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,15550,2020-01-18,https://m.reliefweb.int/report/3503803
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,22915,2020-01-25,https://m.reliefweb.int/report/3503808
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,29065,2020-02-01,https://m.reliefweb.int/report/3509099
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,37438,2020-02-08,https://m.reliefweb.int/report/3545423
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,45113,2020-02-15,https://m.reliefweb.int/report/3547223
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,136186,2020-03-14,https://m.reliefweb.int/report/3569568
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,226316,2020-04-04,https://m.reliefweb.int/report/3601319
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,255247,2020-04-18,https://m.reliefweb.int/report/3622629
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,265234,2020-04-25,https://m.reliefweb.int/report/3631582
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,271035,2020-05-02,https://m.reliefweb.int/report/3631677
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,277905,2020-05-09,https://m.reliefweb.int/report/3633615
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,293995,2020-05-23,https://m.reliefweb.int/report/3639366
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,298679,2020-05-30,https://m.reliefweb.int/report/3642757
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,298679,2020-06-06,https://m.reliefweb.int/report/3642757
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,326165,2020-06-13,https://m.reliefweb.int/report/3649740
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,337871,2020-06-20,https://m.reliefweb.int/report/3649734
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,349873,2020-06-27,https://m.reliefweb.int/report/3649736
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,362077,2020-07-04,https://m.reliefweb.int/report/3651343
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,372681,2020-07-11,https://m.reliefweb.int/report/3654351
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,388103,2020-07-18,https://m.reliefweb.int/report/3654931
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,404868,2020-07-25,https://m.reliefweb.int/report/3661443
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,419376,2020-08-01,https://m.reliefweb.int/report/3661494
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,429632,2020-08-08,https://m.reliefweb.int/report/3661476
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,447206,2020-08-15,https://m.reliefweb.int/report/3665746
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,466984,2020-08-22,https://m.reliefweb.int/report/3665748
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,485599,2020-08-29,https://reliefweb.int/node/3667319
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,523196,2020-09-12,https://reliefweb.int/node/3671704
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,544999,2020-09-19,https://reliefweb.int/node/3673633/
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,571800,2020-09-26,https://reliefweb.int/node/3674165/
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,597717,2020-10-03,https://reliefweb.int/node/3676521/
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,616971,2020-10-10,https://reliefweb.int/node/3681947/
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,638733,2020-10-17,https://reliefweb.int/node/3680738/
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,666257,2020-10-24,https://reliefweb.int/node/3682970/
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,695677,2020-10-31,https://reliefweb.int/node/3685252/
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,719328,2020-11-07,https://reliefweb.int/node/3687200/
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,742075,2020-11-14,https://reliefweb.int/node/3689405/
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,767230,2020-11-21,https://reliefweb.int/node/3692813
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,783405,2020-11-28,https://reliefweb.int/node/3693645
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,800109,2020-12-05,https://reliefweb.int/node/3695163/
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,817326,2020-12-15,https://reliefweb.int/node/3697652
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,831696,2020-12-19,https://reliefweb.int/node/3699646/
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,859092,2020-12-31,https://reliefweb.int/node/3702417/
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,52510,2021-01-28,https://reliefweb.int/node/3710059/
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,69664,2021-02-04,https://reliefweb.int/node/3713433/
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,87030,2021-02-11,https://reliefweb.int/node/3715815/
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,109064,2021-02-18,https://reliefweb.int/node/3716317
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,129975,2021-02-25,https://reliefweb.int/node/3718181/
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,159861,2021-03-04,https://reliefweb.int/node/3722188
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,189430,2021-03-11,https://reliefweb.int/node/3722180
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,221659,2021-03-18,https://reliefweb.int/node/3724710
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,229432,2021-03-25,https://reliefweb.int/node/3726195/
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,251466,2021-04-01,https://reliefweb.int/node/3727529/
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,282761,2021-04-08,https://reliefweb.int/node/3729931
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,314594,2021-04-15,https://reliefweb.int/node/3732019
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,341086,2021-04-22,https://reliefweb.int/node/3734294
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,363941,2021-04-29,https://reliefweb.int/node/3735852
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,418962,2021-05-13,https://reliefweb.int/node/3740266
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,439668,2021-05-20,https://reliefweb.int/node/3741694
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,473480,2021-05-27,https://reliefweb.int/node/3743264
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,508847,2021-06-03,https://reliefweb.int/node/3747085
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,531797,2021-06-10,https://reliefweb.int/node/3747511
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,559240,2021-06-17,https://reliefweb.int/node/3749744
1,Afghanistan,AFG,Undocumented Afghan Returnees from Iran (per year),IOM,584249,2021-06-24,https://reliefweb.int/node/3751891
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,248189,2016-12-31,https://m.reliefweb.int/report/1843824
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,98104,2017-12-30,https://m.reliefweb.int/report/2399874
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,28991,2018-11-10,https://m.reliefweb.int/report/2872148
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,29639,2018-11-17,https://m.reliefweb.int/report/2885743
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,30692,2018-12-01,https://m.reliefweb.int/report/2901668
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,31023,2018-12-08,https://m.reliefweb.int/report/2909658
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,32027,2018-12-22,https://m.reliefweb.int/report/2931064
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,32461,2018-12-29,https://m.reliefweb.int/report/2935154
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,950,2019-01-19,https://m.reliefweb.int/report/2961149
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,1166,2019-01-26,https://m.reliefweb.int/report/2970289
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,1333,2019-02-02,https://m.reliefweb.int/report/2980338
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,1694,2019-02-09,https://m.reliefweb.int/report/2996424
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,2013,2019-02-16,https://m.reliefweb.int/report/3001179
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,2195,2019-02-23,https://m.reliefweb.int/report/3014773
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,2696,2019-03-02,https://m.reliefweb.int/report/3023013
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,4182,2019-03-23,https://m.reliefweb.int/report/3052278
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,4848,2019-03-30,https://m.reliefweb.int/report/3066498
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,5582,2019-04-06,https://m.reliefweb.int/report/3079993
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,6370,2019-04-13,https://m.reliefweb.int/report/3086193
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,7025,2019-04-20,https://m.reliefweb.int/report/3096293
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,8829,2019-05-04,https://m.reliefweb.int/report/3118468
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,9261,2019-05-11,https://m.reliefweb.int/report/3123333
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,9411,2019-05-18,https://m.reliefweb.int/report/3134658
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,9725,2019-05-25,https://m.reliefweb.int/report/3149748
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,9988,2019-06-08,https://m.reliefweb.int/report/3168139
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,10309,2019-06-15,https://m.reliefweb.int/report/3177714
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,10720,2019-06-22,https://m.reliefweb.int/report/3186539
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,11224,2019-06-29,https://m.reliefweb.int/report/3200224
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,11786,2019-07-06,https://m.reliefweb.int/report/3207694
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,12206,2019-07-13,https://m.reliefweb.int/report/3215963
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,12689,2019-07-20,https://m.reliefweb.int/report/3229178
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,13059,2019-07-27,https://m.reliefweb.int/report/3239029
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,13622,2019-08-03,https://m.reliefweb.int/report/3251009
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,13814,2019-08-10,https://m.reliefweb.int/report/3266183
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,13849,2019-08-17,https://m.reliefweb.int/report/3275868
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,14189,2019-08-24,https://m.reliefweb.int/report/3276583
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,14749,2019-08-31,https://m.reliefweb.int/report/3322493
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,15608,2019-09-14,https://m.reliefweb.int/report/3322528
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,16229,2019-09-21,https://m.reliefweb.int/report/3322533
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,16961,2019-10-12,https://m.reliefweb.int/report/3353273
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,17368,2019-10-19,https://m.reliefweb.int/report/3372193
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,17571,2019-10-26,https://m.reliefweb.int/report/3372203
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,17918,2019-11-02,https://m.reliefweb.int/report/3383958
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,18561,2019-11-16,https://m.reliefweb.int/report/3405228
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,19140,2019-12-07,https://m.reliefweb.int/report/3438423
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,19639,2019-12-28,https://m.reliefweb.int/report/3465673
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,307,2020-01-11,https://m.reliefweb.int/report/3479403
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,443,2020-01-18,https://m.reliefweb.int/report/3503803
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,566,2020-01-25,https://m.reliefweb.int/report/3503808
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,679,2020-02-01,https://m.reliefweb.int/report/3509099
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,851,2020-02-08,https://m.reliefweb.int/report/3545423
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,1049,2020-02-15,https://m.reliefweb.int/report/3547223
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,1827,2020-03-14,https://m.reliefweb.int/report/3569568
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,1833,2020-04-04,https://reliefweb.int/node/3601319
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,1833,2020-04-18,https://m.reliefweb.int/report/3622629
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,1833,2020-04-25,https://m.reliefweb.int/report/3631582
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,1833,2020-05-02,https://m.reliefweb.int/report/3631677
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,1833,2020-05-09,https://m.reliefweb.int/report/3633615
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,1833,2020-05-23,https://m.reliefweb.int/report/3639366
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,1833,2020-05-30,https://m.reliefweb.int/report/3642757
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,1846,2020-06-06,https://m.reliefweb.int/report/3649744
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,1846,2020-06-13,https://m.reliefweb.int/report/3649740
1,Afghanistan,AFG,Undocumented Afghan Returnees from Pakistan (per year),IOM,1871,2020-06-20,https://m.reliefweb.int/report/3649734
